psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
38_7_1,0.03821922048869529,0.153454297608197,0.3397605658895652,0.24558016616978887,0.12614039920511577,0.05553971987384222,0.025371470992951253,0.011699545276784327,0.0031068090246770446,0.0011278054703830471
38_8_1,0.04178366767841162,0.18534356460510856,0.3789339999464387,0.2232257132680029,0.10146656342474998,0.03842313240976706,0.018806083895242017,0.008682923745840366,0.0023869939721683562,0.0009473570542703238
41_2_1,0.038344365579270304,0.12353243428161648,0.3599244118610476,0.2878902909841955,0.13094219408883861,0.03625971855994618,0.015060526619572669,0.00538404350422827,0.0018336021519692331,0.0008284123693150582
41_9_1,0.024366460244968823,0.06667042503651997,0.2236333514575339,0.35008461526112855,0.21194256886602109,0.07583480047503474,0.03149220267868419,0.011524000332299276,0.003269432862718713,0.0011821427850907432
42_9_1,0.04065676031845398,0.24755159465167278,0.4709502872271791,0.1494187491982804,0.055233257372066934,0.019063228433450576,0.00994335547409771,0.004977074813017846,0.0015376179999083458,0.0006680745118723368
43_2_1,0.03126517975602804,0.09280734154188731,0.25837025049521484,0.3043379372154553,0.19893114306420484,0.07241378955048482,0.029243181026151387,0.009083619122117262,0.002489811758445281,0.0010577464700107064
43_6_1,0.01851170362015708,0.037494023141847514,0.11741068892459117,0.2970133684661103,0.27453631932651507,0.15589545816249484,0.06952747586780732,0.02346095752601133,0.004695869565762256,0.001454135398702964
44_3_1,0.020764686909134567,0.03082126246691545,0.09571439601350623,0.2763269602238218,0.265069642251676,0.1771508923177011,0.0866384793829926,0.03802242284171554,0.007740041475473435,0.0017512161170632047
45_8_1,0.05157553239656997,0.1578932250890225,0.2935753003334817,0.29379586738651126,0.12205213031815919,0.04544987151333183,0.02389854486248005,0.007964206074695767,0.002656080779275567,0.0011392412464721537
46_3_1,0.03397410726907683,0.11345462964905761,0.31373719479674955,0.2937927127232683,0.13100691613421744,0.06400697769654837,0.03307019189838623,0.012624951534593419,0.0031767284415105566,0.0011555898565917134
46_7_1,0.07750993188608193,0.21310425829747928,0.33464893949318564,0.20184127078759317,0.09576502323004499,0.03881941775110599,0.02422659380155453,0.009889479414131177,0.00302170183851729,0.0011733835003059825
47_10_1,0.0403153467293566,0.16425020153668915,0.3972503974743045,0.21692501373828155,0.10943011997436092,0.03909230343098114,0.021119550457167794,0.008240016587322326,0.0024062720247418194,0.0009707780467941597
48_4_1,0.035521900416314776,0.1377637473804133,0.3678750547152677,0.22108953006876567,0.12988883601408985,0.059343883804501105,0.03052090737050036,0.013131590287584143,0.0036073336703879057,0.0012572162721752424
49_1_1,0.03336891823579266,0.20851983055516987,0.5167070292976517,0.1662259454493291,0.048348073618971824,0.014279251603505079,0.007466971302896847,0.0034428253224848453,0.0011065983655800834,0.0005345562486180352
49_2_1,0.03126396563342084,0.13581010388844178,0.3730426101637,0.24394844939703245,0.1174583690205961,0.05186931849656623,0.026523426092625615,0.015051331463893836,0.0038225948516224877,0.0012098309921005953
49_5_1,0.027846198806321065,0.10866742365521523,0.3214196108054926,0.25948849343696473,0.15560903199694143,0.07299002954968722,0.0320684207916688,0.01619366447255946,0.004333131752944028,0.0013839947322054314
49_10_1,0.03869503069824965,0.15214642761610808,0.4309106036389562,0.2208092577775557,0.09892724127401503,0.03331498192777926,0.014747155173967996,0.007193704103480096,0.00229342748550221,0.0009621703043856659
50_5_1,0.02097437343232188,0.06943230670702483,0.12316987459344975,0.1520734788438027,0.2197175984690756,0.2459773663883227,0.1119298240046784,0.04652483945422197,0.00834435494611957,0.0018559831609827175
51_5_1,0.013225650088678997,0.02565480758196632,0.05225884948975606,0.09275952592920554,0.17687371480719027,0.28525274608604045,0.23203949691433987,0.10539845038696528,0.0145184712386226,0.0020182874772346287
52_5_1,0.021375567336722266,0.05470152814598412,0.11952794918617171,0.17129820082732053,0.21727815664646777,0.23409745190733522,0.12424970228660225,0.04730357254326071,0.008312775862049837,0.0018550952580855477
53_2_1,0.026015183530211414,0.04651867139013517,0.09924708399925287,0.13083148087048105,0.31238853682019174,0.2530590800969334,0.09089892995272551,0.031883058795018265,0.007326279176486705,0.001831695368563839
53_4_1,0.00955856886120274,0.023932804599877133,0.05671180102598129,0.1242875875282279,0.330567141315346,0.30540500779544477,0.10338294388355847,0.03740694061412831,0.0072815780428806135,0.0014656263333527918
57_9_1,0.011430886346844546,0.03835855802600841,0.10280292864143802,0.22707013449667351,0.43364739798856505,0.14728679455769103,0.026639085405008468,0.0084287335053932,0.00340762177105295,0.0009278592613246858
59_3_1,0.016640497271196972,0.04350194826241005,0.09421009196109699,0.15579560253049943,0.1926002434036122,0.2546073409655848,0.1655814389657592,0.06488212403817305,0.010178713757931413,0.0020019988437360997
59_4_1,0.03951821731619977,0.09345762736065757,0.1506448900392004,0.15187670041444187,0.18651839015491625,0.18165341963292053,0.1333325199097419,0.05082222397844077,0.009860416848294293,0.0023155943451866148
59_7_1,0.01462323293382091,0.03215337449062281,0.0669648910227933,0.10434034762029037,0.15046553146517175,0.2620889262507853,0.24769676528816623,0.10529096168770347,0.014249221534942019,0.002126747705703869
60_3_1,0.019316957572403367,0.07324960251358562,0.1550887641091867,0.2528801082009697,0.21985152702868715,0.1702959353709517,0.07107466898881022,0.029606478274741502,0.006842448952483012,0.0017935089881810872
60_6_1,0.04000378748503077,0.10724090897802077,0.21609105171488,0.19685244163668575,0.16539530188868382,0.12916645791462603,0.09484748165518832,0.03962702670082284,0.008593591417112351,0.0021819506089493165
62_1_1,0.01519873042557797,0.030815975685597952,0.07621081812486007,0.16496108611025176,0.18637692536061534,0.22757220836648967,0.20035935248407874,0.0820977019044188,0.014421633618939337,0.0019855679191702973
62_5_2,0.027415948207775986,0.10207324791315442,0.23934283918118285,0.2784705328177975,0.1925799841991207,0.09564411358687006,0.043373200784581574,0.015271658703853858,0.0045021368895455565,0.0013263377161175768
63_4_2,0.013068823061120182,0.018275067803473127,0.029534809726730137,0.047094512544160444,0.060984743755857766,0.20272726703380747,0.45433554271400195,0.15531376565940821,0.017059303209752213,0.0016061644916884777
63_7_1,0.030808958321769653,0.05140839231386756,0.07985138536596689,0.10741232134783034,0.12169837517362739,0.2215637097409747,0.27625757110151505,0.0947204636920128,0.014142551428659672,0.002136271513775808
64_1_1,0.011314940510992568,0.024136577370734883,0.07503772678548538,0.15536868475223842,0.3743461428711887,0.2369192604144676,0.08572922765179826,0.028847747594068305,0.006918741932154561,0.0013809501168712565
64_8_1,0.008810667865298044,0.014830379143967894,0.04721303191525103,0.13390305328255173,0.3830307759928223,0.2971105584523763,0.07907698325253097,0.027546952059444785,0.007079048692993843,0.001398549342763078
65_1_1,0.012688358680105585,0.02901947791774955,0.05315726584743729,0.1001300931295309,0.27567825496482096,0.3542789979303065,0.12120386595428206,0.044568375859426,0.007553078044509088,0.0017222316718323192
65_2_5,0.013273322078407295,0.030321338691595902,0.041546548653977,0.04835626196371602,0.16802260204256023,0.37682414886993887,0.22380687573381974,0.08694575649532027,0.009099655849782968,0.0018034896208814493
66_4_1,0.026901710284934544,0.05757350947085528,0.13560016207513237,0.18124823402236076,0.18906285612938373,0.2002369665929671,0.14167089170847277,0.05475758083864591,0.010714425373709079,0.0022336635035384725
66_6_1,0.02490971950279541,0.049494985503949575,0.1069984976122321,0.17909211649090645,0.1903640172027375,0.20407171761964293,0.16598068311529987,0.06509954194156355,0.011765667748803285,0.0022230532620691524
66_7_1,0.023295361449578694,0.03832259142828156,0.095932316946421,0.17134412039141728,0.22488670252906157,0.2495825191390403,0.13307416970559272,0.05059923321607738,0.010695388406894291,0.0022675967876353
68_1_1,0.03045863740380235,0.0812647808212821,0.20674787559078397,0.3367341274227803,0.2078666955289319,0.08316693193699783,0.035998618060018986,0.013073997789453996,0.0033774765627681597,0.0013108588831804691
68_3_1,0.036777269429090376,0.13186127195435005,0.22611570002011694,0.28203770590425264,0.18113729089002373,0.08201737168814062,0.04061560156259467,0.014145392996210312,0.003843389593755264,0.0014490059614652702
68_5_1,0.03696725368448982,0.0762570087705267,0.20434725523455832,0.350961166675492,0.1907943506359384,0.07963166243291289,0.04139753286940733,0.014707437630981183,0.0035730252403672162,0.001363306825326197
70_8_1,0.011126514424888599,0.023610710583244706,0.058798081248585383,0.15543214381177733,0.27696143163974585,0.2842761599291646,0.12389685844716715,0.05374954819512307,0.010306153957761004,0.0018423977625422522
71_3_1,0.038374224853007434,0.13088518914968333,0.16095408608743814,0.1872939696577928,0.22655580326376878,0.1539911643348558,0.06838005764410544,0.02503935478306896,0.006861612737615473,0.0016645374886636892
71_4_1,0.10356808247205718,0.23243631708694648,0.2522143961138497,0.16093006420059222,0.11153825248004148,0.06861463308117775,0.045300273852344405,0.01870630526166834,0.005169783810709859,0.001521891640612462
72_2_1,0.024733806661387556,0.06556390289882431,0.156098829302245,0.2796094600376621,0.25390191297945164,0.13146174905926306,0.0620890546624291,0.0198801782275948,0.005231242402150695,0.0014298637689917917
72_7_1,0.026617404797796385,0.08153552682747524,0.21812226016269298,0.317330121278226,0.18035261299417005,0.0960286293389784,0.054699587685966194,0.019271401506220934,0.00466936244011718,0.0013730929683563899
73_5_1,0.021345303326104775,0.05592824030249321,0.23837228100168234,0.4228284486498106,0.1693662130052679,0.05518106856774769,0.02638938782661778,0.007699044222058261,0.001985016237405565,0.0009049968608117434
75_4_1,0.01541582221679609,0.18691422442376845,0.6784194766916617,0.0901750838299363,0.018519642811149994,0.0057207996636962745,0.0029421048759215563,0.0012706488822336645,0.00039705451741955895,0.00022514208741642017
76_1_1,0.030489851932420313,0.1289173280111464,0.4408296771877526,0.2661639547873298,0.08797837180754416,0.026012503948800874,0.01255881871332537,0.004894767887712183,0.0014586051789285913,0.0006961205450396805
76_4_1,0.039336366345302146,0.14520474889287632,0.42149863915044916,0.25784815702653663,0.09045088648521059,0.02421835104898358,0.013203124964365912,0.005813252578752999,0.0016567517350246587,0.0007697217724981999
76_7_1,0.03023998523242265,0.12556562013233,0.4584341089310259,0.2713757008718285,0.07528736128053908,0.021933344660057863,0.011155715599376542,0.00415039861876959,0.0012355601772125373,0.0006222044964372816
77_1_1,0.034977052349814665,0.14643512805030315,0.3966619104574872,0.2675500869735663,0.09712006025723177,0.031485452960591354,0.0165885091811712,0.0062773190215458345,0.0020249256795759948,0.0008795550687124222
78_1_1,0.02482816258049945,0.16798122812386593,0.5692324293208362,0.16756863370350306,0.045643946474560236,0.0137111825233719,0.0066573357403634575,0.003065048414344988,0.0008687471759171944,0.0004432859427374974
78_8_1,0.020892389292433425,0.05017284400333995,0.1526091630206197,0.23354243104209899,0.2133589325843372,0.17058978712990894,0.09658387922835449,0.05138681294375998,0.008969047784376197,0.0018947129707713064
80_4_1,0.03590162804251172,0.129425195616135,0.34462147985774927,0.2849522361218787,0.11860625508795004,0.05055451639142765,0.022249064778401224,0.010347525376492039,0.0023799430309889413,0.0009621556964655048
80_7_1,0.048449411889217676,0.2168163343311448,0.36977420095193037,0.19726725014770052,0.09120652123269168,0.0423957038011372,0.020883211706135493,0.009651486772814591,0.002549706581513003,0.0010061725857147047
81_6_1,0.02211861674097914,0.05299726792739279,0.20777888508420816,0.4353902308534282,0.2119571176075172,0.0445469625154064,0.017801872077519088,0.00502421809803718,0.0015919902132062427,0.0007928388823058198
81_7_1,0.01685307681018312,0.03402691237865849,0.16305956600242938,0.46898762116922055,0.22790275215191416,0.05784918216489087,0.02194817207231267,0.0065927593071605246,0.001929903127001219,0.0008500548162289465
83_4_1,0.01836057076582197,0.04191319330122184,0.170530369844859,0.3985935002221011,0.27365353614138865,0.06717627160400409,0.020602964199184233,0.006349544427006143,0.0020064663816196674,0.0008135831127932291
83_8_1,0.017339353053914933,0.0271912101322873,0.13542473677918834,0.4157960555754128,0.30210111253625954,0.0703546959594745,0.02189850206945382,0.007078506542044415,0.0020209438259572313,0.0007948835260071277
84_3_1,0.011627068026864897,0.030474081820876204,0.09142278239665744,0.23374223928914062,0.32233470506195067,0.21227781172812413,0.06571942759071547,0.026031121121456217,0.005029855878556389,0.0013409070856579503
84_4_1,0.01846386775266258,0.041739117366314346,0.14121241891796232,0.3095323511302229,0.29239600306021873,0.13225706509638793,0.04279411902925582,0.017071480345420588,0.0033719704099522746,0.0011616068916024814
84_8_1,0.02851772322845066,0.09690909805876881,0.19839969001913485,0.25477441683082447,0.249466786287599,0.11044098766779291,0.041069965844143734,0.015368651828424987,0.0037380256520597394,0.0013146545828007319
85_2_1,0.023207336261256276,0.06686052386891873,0.18868136028864435,0.322112594989344,0.23258832302300073,0.1087461356003167,0.038579938890518944,0.014345726150930185,0.0036118002754076377,0.001266260651662395
85_4_1,0.03174375764858881,0.10389017715629487,0.2387340452684842,0.2998196117286534,0.18525851792956566,0.08693503726139536,0.03519040386764633,0.01355696009143259,0.0035972885508737296,0.0012742004970650743
87_1_1,0.027076303612742072,0.07255438749402922,0.2045346756608508,0.3998469577786168,0.1885613535372762,0.06410264817973926,0.030271357302819556,0.00909466734859903,0.0028302168149457662,0.0011274322703813497
88_3_1,0.024790312620872355,0.07540155148415349,0.2268395179143584,0.2976797603053928,0.2630258106630787,0.07783779121800716,0.022688223341315046,0.008316830728939992,0.002481988372597483,0.000938213351284671
88_4_1,0.014713016272580351,0.0389585439654565,0.12267438649138093,0.26396542053838645,0.34793251434677985,0.15161824049893646,0.04063364788357942,0.014467011581681462,0.0038888408607455245,0.0011483775604731181
89_6_1,0.049227037204910104,0.16730549584327264,0.29548821878248127,0.2206466833012816,0.17256111069073066,0.05579590801323555,0.02509856297187752,0.00966617165536364,0.0030813306781394445,0.0011294808587074042
90_2_1,0.02847076643222329,0.11088368441510396,0.19690331236614564,0.2517449892473236,0.23922256322662708,0.11441668430877515,0.03814125057226067,0.01513095632936098,0.0037756025767094886,0.001310190525470077
90_5_1,0.030752398018583704,0.10698716172320973,0.2616427521204318,0.27667214272810214,0.19275397034088118,0.0836637262465199,0.032202145059100296,0.011283396531335145,0.002930179278852829,0.0011121279529834023
90_6_1,0.03656508128845016,0.0834117365059888,0.18836446811678756,0.27844038910717894,0.2394512342020279,0.10566377000066252,0.04452428313693015,0.018064598635809084,0.004100778681999076,0.0014136603241659276
91_3_1,0.0400488732761401,0.15386462570098464,0.28534947123277576,0.2453813346172512,0.1525506406094936,0.07283247091306988,0.03171246887373413,0.013583335698419453,0.0034420799902075703,0.001234699087923823
91_4_1,0.031908844452835594,0.09487350963177485,0.22666897192429858,0.2902600866513413,0.19571383595245032,0.09836386500310389,0.03954743679121896,0.017402502585152555,0.003951966044351423,0.0013089809634726191
92_1_1,0.03235935180414486,0.11935523182066592,0.2494021468897436,0.26720698224679845,0.22844975636293982,0.06807212878631858,0.023368551021653017,0.007990910926216304,0.002786489237125106,0.0010084509043943174
92_5_1,0.021570384246104538,0.06250427025124955,0.19962154165821042,0.3053188026067641,0.27058533657774175,0.0948763420679991,0.03043305788155911,0.010868738649718969,0.0031806513679382285,0.00104087469271413
93_6_1,0.04876097319649114,0.11303020412051254,0.23514973528927302,0.27551355903969554,0.1950367479175121,0.07696336037841676,0.03761446805138235,0.013075539008885636,0.0035437974090694337,0.001311615588761618
95_2_1,0.039731444865078375,0.155911625920631,0.3017607350174447,0.2477178418017783,0.15317602805185282,0.05906197785284871,0.027590882630197537,0.010809984818956132,0.0030794039393418253,0.0011600751018705894
96_1_1,0.041605718743988725,0.09481013706118695,0.2494938742370588,0.383754626338479,0.1449684468049623,0.0470011556837958,0.02645428610758226,0.008302880913651558,0.002495481224432901,0.0011133928848615783
96_10_1,0.0202178035391499,0.050041051142980894,0.22145793327772265,0.4756685949808785,0.16243047189159385,0.04356529337343687,0.01857212092508883,0.005608695922913878,0.0016298113906138888,0.000808223555620903
97_1_1,0.039437012724937257,0.14758679911126144,0.1498260675001478,0.10378585107731868,0.08932054071963003,0.17591312571876472,0.16724869304320683,0.1062854438912443,0.01795119158507146,0.0026452746284174496
97_2_1,0.046429311708945556,0.2321449671838737,0.20195879943339518,0.11301387873048892,0.08086276467740507,0.131177999475186,0.10767196515742812,0.07101824488183772,0.013406430017025859,0.002315638734413967
97_3_1,0.06096523755429673,0.49081414335019063,0.3064853609283792,0.06705377237546778,0.027681025374179286,0.023211036607513377,0.01414846623165448,0.006988725427240888,0.001935880619825232,0.0007163515312526646
97_7_1,0.07181302301701009,0.48811825727196817,0.27827021586508327,0.07184261747757056,0.03208874779844415,0.02767284292490716,0.017717517404311288,0.00914052532298441,0.002479017193807673,0.0008572357239132473
97_8_1,0.06873679479921123,0.5694673657233592,0.26795601934714935,0.041646168852282735,0.01833407679736897,0.014555924605874081,0.011102736564046426,0.005968362722106571,0.0016243340914456133,0.000608216497155674
99_1_1,0.01864387596896828,0.06056048927894995,0.12465162758705042,0.24533857334277004,0.33298797702305233,0.15564201728707114,0.04270848348758749,0.01440920529190966,0.003850798259660142,0.0012069524729805775
100_2_1,0.02196578101612269,0.06322901525098351,0.18864378806390036,0.3569782265994815,0.24337031566653763,0.08462133416588878,0.028726571295822977,0.008590711987704799,0.002828021447976595,0.001046234505581353
100_7_1,0.018934450128557608,0.061370834206015926,0.18081921364020198,0.372485329252031,0.2534214812296419,0.07796097622540686,0.023831716726141962,0.007660251652854117,0.002537410650644243,0.000978336288504358
101_5_1,0.02236509177492379,0.06252177041606294,0.1339163203763814,0.24019653314984027,0.3641162815591719,0.12701946500346417,0.03426054153421097,0.010804163929472494,0.003714506621484242,0.0010853256349878531
102_7_1,0.03072673785433561,0.12228668392776251,0.3296387904417406,0.24443635230033733,0.17544974952363784,0.06117144645548697,0.024104549915307763,0.008468430217974818,0.002733121625790767,0.000984137737625668
